fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,total_acidity,acid_to_sugar_ratio,bound_sulfur_dioxide,is_red
6.3,0.29,0.14,7.05,0.045,50.0,177.0,0.99564,3.23,0.42,9.0,5,6.7299999999999995,0.9546085750232979,127.0,0
6.4,0.27,0.17,8.4,0.044,60.0,198.0,0.99578,3.21,0.47,9.4,5,6.84,0.8142847448991132,138.0,0
7.4,0.35,0.2,13.9,0.054,63.0,229.0,0.99888,3.11,0.5,8.9,6,7.95,0.5719420345740759,166.0,0
8.3,0.28,0.27,16.05,0.045,48.0,253.0,1.00014,3.02,0.56,9.1,6,8.85,0.5514015256065261,205.0,0
6.4,0.35,0.35,5.6,0.034,9.0,148.0,0.99441,3.17,0.5,9.8,4,7.1,1.2678548788305737,139.0,0
6.9,0.43,0.28,9.4,0.056,29.0,183.0,0.99594,3.17,0.43,9.4,5,7.61,0.8095736068365885,154.0,0
8.0,0.26,0.28,4.8,0.05,34.0,150.0,0.99437,3.13,0.5,10.0,6,8.54,1.7791629600771666,116.0,0
7.3,0.27,0.37,9.7,0.042,36.0,130.0,0.9979,3.48,0.75,9.9,6,7.94,0.8185558571589103,94.0,0
6.8,0.46,0.26,6.3,0.10800000000000001,49.0,159.0,0.99434,3.14,0.47,10.0,5,7.52,1.1936488989700016,110.0,0
7.2,0.2,0.28,1.6,0.028,13.0,168.0,0.99203,3.17,0.855,11.5,6,7.680000000000001,4.799970000187499,155.0,0
7.6,0.285,0.32,14.6,0.063,32.0,201.0,0.998,3.0,0.45,9.2,5,8.205,0.5619859164480024,169.0,0
6.6,0.32,0.33,2.5,0.052,40.0,219.5,0.99316,3.15,0.6,10.0,5,7.25,2.8999884000463996,179.5,0
6.6,0.34,0.34,2.6,0.051,40.5,210.0,0.99314,3.15,0.61,10.0,5,7.279999999999999,2.79998923081065,169.5,0
6.6,0.32,0.33,2.5,0.052,40.0,210.0,0.99316,3.15,0.6,10.0,5,7.25,2.8999884000463996,170.0,0
6.5,0.27,0.26,8.2,0.042,21.0,133.0,0.99612,3.43,0.64,9.8,6,7.029999999999999,0.8573160276633809,112.0,0
6.6,0.26,0.27,1.5,0.04,19.0,114.0,0.99295,3.36,0.62,10.5,6,7.129999999999999,4.753301644655702,95.0,0
6.7,0.27,0.26,2.3,0.043,61.0,181.0,0.99394,3.45,0.63,10.6,6,7.23,3.143464593632202,120.0,0
6.6,0.56,0.15,10.0,0.037,38.0,157.0,0.99642,3.28,0.52,9.4,5,7.3100000000000005,0.7309992690007311,119.0,0
7.3,0.19,0.27,1.6,0.027,35.0,136.0,0.99248,3.38,0.54,11.0,7,7.76,4.849969687689451,101.0,0
6.3,0.2,0.26,1.6,0.027,36.0,141.0,0.99268,3.53,0.56,10.8,6,6.76,4.2249735939150375,105.0,0
7.1,0.29,0.3,16.0,0.036,58.0,201.0,0.99954,3.3,0.67,9.0,5,7.6899999999999995,0.4806246996095627,143.0,0
7.8,0.32,0.33,10.4,0.031,47.0,194.0,0.99692,3.07,0.58,9.6,6,8.45,0.8124992187507512,147.0,0
8.1,0.33,0.36,7.4,0.037,36.0,156.0,0.99592,3.19,0.54,10.6,6,8.79,1.1878362326537395,120.0,0
6.6,0.33,0.24,16.05,0.045,31.0,147.0,0.99822,3.08,0.52,9.2,5,7.17,0.44672869362698214,116.0,0
8.2,0.26,0.33,2.6,0.053,11.0,71.0,0.99402,2.89,0.49,9.5,5,8.79,3.3807562278606618,60.0,0
8.3,0.25,0.33,2.5,0.053,12.0,72.0,0.99404,2.89,0.48,9.5,5,8.88,3.551985792056832,60.0,0
7.0,0.26,0.26,10.8,0.039,37.0,184.0,0.99787,3.47,0.58,10.3,7,7.52,0.6962956515781004,147.0,0
6.0,0.26,0.15,1.2,0.053,35.0,124.0,0.99347,3.08,0.46,8.8,5,6.41,5.341622153148724,89.0,0
7.5,0.28,0.6400000000000001,12.1,0.041,53.0,161.0,0.99838,2.98,0.44,8.7,5,8.42,0.6958671934981873,108.0,0
7.5,0.27,0.6400000000000001,11.95,0.04,51.0,159.0,0.99839,2.98,0.44,8.7,5,8.41,0.703765101451798,108.0,0
7.0,0.28,0.32,1.7,0.038,27.0,128.0,0.99375,3.2,0.62,10.2,6,7.6000000000000005,4.470561937870954,101.0,0
5.2,0.16,0.34,0.8,0.029,26.0,77.0,0.99155,3.25,0.51,10.1,6,5.7,7.124910938613268,51.0,0
6.8,0.34,0.1,1.4,0.049,29.0,118.0,0.9936,3.21,0.41,9.5,5,7.239999999999999,5.171391632916907,89.0,0
7.6,0.25,0.34,1.3,0.056,34.0,176.0,0.99434,3.1,0.51,9.5,5,8.19,6.299951538834316,142.0,0
5.6,0.35,0.4,6.3,0.022,23.0,174.0,0.9922,3.54,0.5,11.6,7,6.35,1.0079349080398285,151.0,0
8.8,0.24,0.23,10.3,0.032,12.0,97.0,0.99571,3.13,0.4,10.7,6,9.270000000000001,0.8999991262144407,85.0,0
6.0,0.29,0.21,15.55,0.043,20.0,142.0,0.99658,3.11,0.54,10.1,6,6.5,0.41800616205391505,122.0,0
6.1,0.27,0.31,1.5,0.035,17.0,83.0,0.99076,3.32,0.44,11.1,7,6.679999999999999,4.453303644642368,66.0,0
7.4,0.56,0.09,1.5,0.071,19.0,117.0,0.99496,3.22,0.53,9.8,5,8.05,5.366630889127406,98.0,0
6.8,0.29,0.49,1.4,0.10800000000000001,52.0,148.0,0.9937,3.08,0.49,9.0,6,7.58,5.414247041092564,96.0,0
6.3,0.27,0.37,7.9,0.047,58.0,215.0,0.99542,3.19,0.48,9.5,6,6.94,0.8784799006583537,157.0,0
6.6,0.24,0.3,13.0,0.052,18.0,143.0,0.99825,3.37,0.49,9.4,6,7.14,0.5492303467458871,125.0,0
6.8,0.32,0.3,1.0,0.049,22.0,113.0,0.99289,3.24,0.61,10.2,5,7.42,7.419925800741992,91.0,0
6.4,0.37,0.37,4.85,0.041,39.5,216.5,0.99432,3.1,0.5,9.8,6,7.140000000000001,1.4721619130682209,177.0,0
6.2,0.26,0.37,7.1,0.047,54.0,201.0,0.99523,3.19,0.48,9.5,6,6.83,0.9619704760979211,147.0,0
6.4,0.3,0.16,7.5,0.05,55.0,191.0,0.9959,3.17,0.49,9.0,5,6.86,0.9146654471127372,136.0,0
8.0,0.28,0.32,7.6,0.045,61.0,204.0,0.99543,3.1,0.55,10.1,6,8.6,1.1315774584507126,143.0,0
6.7,0.24,0.32,10.3,0.079,37.0,122.0,0.99662,3.02,0.45,8.8,5,7.260000000000001,0.7048536846080733,85.0,0
7.9,0.27,0.27,1.7,0.034,25.0,122.0,0.99088,2.97,0.51,11.9,6,8.44,4.96467667837248,97.0,0
6.1,0.28,0.24,16.05,0.074,32.0,174.0,0.99922,3.19,0.44,9.3,6,6.62,0.41246080220510767,142.0,0
7.7,0.39,0.49,7.7,0.036,11.0,110.0,0.9966,3.33,0.76,10.0,6,8.58,1.1142842671632895,99.0,0
6.0,0.2,0.24,5.3,0.075,49.0,201.0,0.99466,3.21,0.43,9.5,5,6.44,1.215092046996138,152.0,0
7.6,0.31,0.23,12.7,0.054,20.0,139.0,0.99836,3.16,0.5,9.7,4,8.139999999999999,0.6409443772091518,119.0,0
6.3,0.18,0.22,1.5,0.043,45.0,155.0,0.99238,3.19,0.48,10.2,5,6.699999999999999,4.466636889087406,110.0,0
8.6,0.23,0.25,11.3,0.031,13.0,96.0,0.99645,3.11,0.4,10.8,5,9.08,0.8035391119122903,83.0,0
6.8,0.21,0.36,16.05,0.046,32.0,133.0,1.0,3.27,0.48,8.8,5,7.37,0.4591897450531183,101.0,0
6.9,0.26,0.31,7.0,0.039,37.0,175.0,0.99376,3.32,0.49,11.4,6,7.47,1.067141332655239,138.0,0
6.4,0.31,0.4,6.4,0.039,39.0,191.0,0.99513,3.14,0.52,9.8,5,7.11,1.1109357641628685,152.0,0
8.6,0.34,0.36,1.4,0.045,11.0,119.0,0.99556,3.17,0.47,9.4,4,9.299999999999999,6.642809694216469,108.0,0
8.5,0.3,0.28,3.1,0.054,54.0,174.0,0.99543,3.21,0.43,9.4,6,9.08,2.9290228096038398,120.0,0
7.4,0.4,0.41,14.1,0.053,37.0,194.0,0.99886,3.2,0.63,9.4,6,8.21,0.5822690905892975,157.0,0
6.6,0.32,0.34,7.7,0.044,63.0,212.0,0.99526,3.22,0.48,9.7,6,7.26,0.9428559183689372,149.0,0
7.1,0.34,0.31,5.2,0.032,36.0,140.0,0.99166,3.35,0.47,12.3,7,7.749999999999999,1.4903817492658666,104.0,0
6.6,0.26,0.25,11.6,0.045,45.0,178.0,0.99691,3.33,0.43,9.8,6,7.109999999999999,0.6129305060943913,133.0,0
8.0,0.27,0.57,10.4,0.053,18.0,134.0,0.99732,3.12,0.68,9.0,5,8.84,0.8499991826930936,116.0,0
6.2,0.28,0.45,7.5,0.045,46.0,203.0,0.99573,3.26,0.46,9.2,6,6.930000000000001,0.9239987680016428,157.0,0
6.2,0.3,0.49,11.2,0.058,68.0,215.0,0.99656,3.19,0.6,9.4,6,6.99,0.62410658561912,147.0,0
5.6,0.175,0.29,0.8,0.043,20.0,67.0,0.99112,3.28,0.48,9.9,6,6.0649999999999995,7.581155235559555,47.0,0
6.9,0.34,0.36,1.4,0.032,13.0,145.0,0.99214,3.07,0.52,9.8,5,7.6000000000000005,5.428532653338191,132.0,0
6.9,0.34,0.3,4.7,0.029,34.0,148.0,0.99165,3.36,0.49,12.3,7,7.54,1.6042519058470088,114.0,0
7.1,0.12,0.3,3.1,0.018,15.0,37.0,0.99004,3.02,0.52,11.9,7,7.52,2.4257986264560434,22.0,0
7.1,0.32,0.29,4.0,0.038,33.0,170.0,0.99463,3.27,0.64,10.2,6,7.71,1.927495181262047,137.0,0
7.3,0.51,0.29,11.3,0.034,61.0,224.0,0.99683,3.14,0.56,9.5,6,8.1,0.7168135249437831,163.0,0
6.3,0.24,0.55,8.1,0.04,67.0,216.0,0.99596,3.24,0.5,9.2,5,7.09,0.8753075613486897,149.0,0
7.5,0.41,0.23,14.8,0.054,28.0,174.0,0.99898,3.18,0.49,9.7,5,8.14,0.5499996283786295,146.0,0
6.5,0.18,0.33,1.4,0.029,35.0,138.0,0.99114,3.36,0.6,11.5,7,7.01,5.007107092092199,103.0,0
7.3,0.17,0.24,8.1,0.10800000000000001,32.0,162.0,0.99508,3.17,0.38,10.4,8,7.71,0.9518506767275596,130.0,0
8.2,0.2,0.38,3.5,0.053,41.0,174.0,0.99306,3.22,0.41,11.6,5,8.78,2.5085642612449677,133.0,0
7.3,0.16,0.35,1.5,0.036,29.0,108.0,0.99342,3.27,0.51,10.2,6,7.81,5.206631955786961,79.0,0
6.4,0.16,0.37,1.5,0.037,27.0,109.0,0.99345,3.38,0.5,9.8,6,6.930000000000001,4.6199692002053325,82.0,0
6.6,0.42,0.13,12.8,0.044,26.0,158.0,0.99772,3.24,0.47,9.0,5,7.1499999999999995,0.5585933135989737,132.0,0
5.8,0.3,0.12,1.6,0.036,57.0,163.0,0.99239,3.38,0.59,10.5,6,6.22,3.887475703276854,106.0,0
6.7,0.54,0.27,7.1,0.049,8.0,178.0,0.99502,3.16,0.38,9.4,4,7.51,1.0577449890915647,170.0,0
6.4,0.22,0.3,11.2,0.046,53.0,149.0,0.99479,3.21,0.34,10.8,5,6.92,0.6178565911994722,96.0,0
6.8,0.23,0.3,1.7,0.043,19.0,95.0,0.99207,3.17,0.46,10.7,7,7.33,4.311739342709749,76.0,0
9.0,0.26,0.34,6.7,0.029,21.0,162.0,0.99497,3.08,0.5,10.6,6,9.6,1.4328336823377876,141.0,0
6.5,0.23,0.25,16.05,0.046,15.0,110.0,0.99828,3.15,0.42,9.2,6,6.98,0.4348906947721528,95.0,0
5.9,0.28,0.14,8.6,0.032,30.0,142.0,0.99542,3.28,0.44,9.5,6,6.32,0.7348828664152717,112.0,0
6.2,0.27,0.18,1.5,0.028,20.0,111.0,0.99228,3.41,0.5,10.0,5,6.65,4.433303777974814,91.0,0
9.0,0.29,0.34,12.1,0.03,34.0,177.0,0.99706,3.13,0.47,10.6,5,9.629999999999999,0.7958671108536274,143.0,0
8.9,0.27,0.34,10.7,0.029,19.5,166.0,0.99669,3.13,0.48,10.6,5,9.51,0.8887842160895177,146.5,0
6.9,0.32,0.3,1.8,0.036,28.0,117.0,0.99269,3.24,0.48,11.0,6,7.5200000000000005,4.177754568030178,89.0,0
7.2,0.22,0.24,1.4,0.041,17.0,159.0,0.99196,3.25,0.53,11.2,6,7.66,5.4713894900750715,142.0,0
6.7,0.5,0.38,7.5,0.046,26.0,175.0,0.99662,3.32,0.54,9.6,5,7.58,1.0106653191129078,149.0,0
6.2,0.33,0.14,4.8,0.052,27.0,128.0,0.99475,3.21,0.48,9.4,5,6.67,1.3895804383740868,101.0,0
6.3,0.26,0.42,7.1,0.045,62.0,209.0,0.99544,3.2,0.53,9.5,6,6.9799999999999995,0.9830972069053424,147.0,0
7.5,0.2,0.47,16.05,0.052,51.0,188.0,0.99944,3.09,0.62,9.3,5,8.17,0.5090339507576631,137.0,0
6.6,0.36,0.52,11.3,0.046,8.0,110.0,0.9966,3.07,0.46,9.4,5,7.48,0.6619463168616665,102.0,0
6.3,0.13,0.42,1.1,0.043,63.0,146.0,0.99066,3.13,0.72,11.2,7,6.85,6.227216116217124,83.0,0
6.4,0.15,0.44,1.2,0.043,67.0,150.0,0.9907,3.14,0.73,11.2,7,6.990000000000001,5.824951458737845,83.0,0
7.6,0.23,0.64,12.9,0.033,54.0,170.0,0.998,3.0,0.53,8.8,5,8.47,0.6565886383033812,116.0,0
5.7,0.255,0.6400000000000001,1.2,0.079,17.0,137.0,0.99307,3.2,0.42,9.4,5,6.595000000000001,5.495787535103875,120.0,0
6.9,0.32,0.26,2.3,0.03,11.0,103.0,0.99106,3.06,0.42,11.1,6,7.48,3.2521597732183776,92.0,0
6.9,0.28,0.22,10.0,0.052,36.0,131.0,0.99696,3.08,0.46,9.6,5,7.4,0.73999926000074,95.0,0
6.6,0.41,0.16,1.4,0.037,28.0,160.0,0.99167,2.95,0.45,10.6,6,7.17,5.121391990057214,132.0,0
7.3,0.37,0.16,14.9,0.048,59.0,240.0,0.99902,3.13,0.45,8.9,5,7.83,0.5255030030181188,181.0,0
6.9,0.21,0.24,1.8,0.021,17.0,80.0,0.98992,3.15,0.46,12.3,7,7.3500000000000005,4.083310648274177,63.0,0
6.6,0.24,0.28,1.8,0.028,39.0,132.0,0.99182,3.34,0.46,11.4,5,7.12,3.9555335803689977,93.0,0
6.8,0.28,0.36,7.0,0.043,60.0,207.0,0.99556,3.16,0.49,9.6,6,7.44,1.0628556244919651,147.0,0
6.6,0.24,0.24,8.6,0.034,25.0,135.0,0.99582,3.33,0.59,10.3,6,7.08,0.8232548566803993,110.0,0
7.0,0.16,0.32,1.1,0.032,29.0,80.0,0.98972,3.23,0.36,12.1,6,7.48,6.79993818238016,51.0,0
7.0,0.14,0.28,1.3,0.026,10.0,56.0,0.99352,3.46,0.45,9.9,5,7.42,5.707648402704594,46.0,0
6.3,0.34,0.36,4.9,0.035,31.0,185.0,0.9946,3.15,0.49,9.7,5,7.0,1.4285685131254835,154.0,0
6.8,0.26,0.24,1.9,0.043,70.0,154.0,0.99273,3.18,0.52,10.5,5,7.3,3.8420850416576755,84.0,0
6.7,0.17,0.42,10.4,0.038,78.5,182.0,0.99628,3.04,0.44,8.9,6,7.29,0.7009608644607073,103.5,0
6.5,0.27,0.4,10.0,0.039,74.0,227.0,0.99582,3.18,0.5,9.4,5,7.17,0.716999283000717,153.0,0
6.7,0.25,0.36,8.6,0.037,63.0,206.0,0.99553,3.18,0.5,9.6,5,7.3100000000000005,0.8499990116290563,143.0,0
5.8,0.3,0.27,1.7,0.014,45.0,104.0,0.98914,3.4,0.56,12.6,7,6.369999999999999,3.747036782136575,59.0,0
6.4,0.28,0.56,1.7,0.10800000000000001,49.0,106.0,0.99354,3.1,0.37,9.2,6,7.24,4.258798477656014,57.0,0
7.7,0.3,0.26,16.05,0.053,36.0,174.0,0.99976,3.2,0.5,10.4,5,8.26,0.5146414238994244,138.0,0
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,7,7.279999999999999,0.5687495556644095,152.0,0
5.1,0.14,0.25,0.7,0.039,15.0,89.0,0.9919,3.22,0.43,9.2,6,5.489999999999999,7.842745103641376,74.0,0
7.2,0.615,0.1,1.4,0.068,25.0,154.0,0.99499,3.2,0.48,9.7,4,7.915,5.653531046206813,129.0,0
6.9,0.13,0.28,13.3,0.05,47.0,132.0,0.99655,3.34,0.42,10.1,6,7.3100000000000005,0.5496236468995136,85.0,0
6.7,0.34,0.3,8.5,0.059,24.0,152.0,0.99615,3.46,0.64,11.0,7,7.34,0.863528395848946,128.0,0
7.3,0.32,0.29,1.5,0.038,32.0,144.0,0.99296,3.2,0.55,10.8,5,7.91,5.273298178012147,112.0,0
6.3,0.21,0.29,11.7,0.048,49.0,147.0,0.99482,3.22,0.38,10.8,5,6.8,0.5811960844477911,98.0,0
5.4,0.5,0.13,5.0,0.028,12.0,107.0,0.99079,3.48,0.855,13.5,7,6.03,1.2059975880048242,95.0,0
8.2,0.52,0.34,1.2,0.042,18.0,167.0,0.99366,3.24,0.39,10.6,5,9.059999999999999,7.549937083857634,149.0,0
7.8,0.28,0.31,2.1,0.046,28.0,208.0,0.99434,3.23,0.64,9.8,5,8.39,3.995219070385379,180.0,0
6.4,0.22,0.34,1.4,0.023,56.0,115.0,0.98958,3.18,0.7,11.7,6,6.96,4.971393061478133,59.0,0
6.9,0.32,0.27,16.0,0.034,58.0,185.0,0.99938,3.34,0.6,9.0,6,7.49,0.46812470742205786,127.0,0
6.8,0.11,0.42,1.1,0.042,51.0,132.0,0.99059,3.18,0.74,11.3,7,7.33,6.6635757856746745,81.0,0
6.2,0.26,0.32,15.3,0.031,64.0,185.0,0.99835,3.31,0.61,9.4,5,6.78,0.44313696526995733,121.0,0
6.7,0.3,0.29,2.8,0.025,37.0,107.0,0.99159,3.31,0.63,11.3,7,7.29,2.60356213013525,70.0,0
7.1,0.2,0.3,0.9,0.019,4.0,28.0,0.98931,3.2,0.36,12.0,6,7.6,8.444350618326462,24.0,0
7.2,0.2,0.36,2.5,0.028,22.0,157.0,0.9938,3.48,0.49,10.6,6,7.760000000000001,3.103987584049664,135.0,0
8.9,0.26,0.33,8.1,0.024,47.0,202.0,0.99558,3.13,0.46,10.8,6,9.49,1.171603491847541,155.0,0
7.5,0.25,0.32,8.2,0.024,53.0,209.0,0.99563,3.12,0.46,10.8,6,8.07,0.9841451412864133,156.0,0
6.3,0.27,0.46,11.1,0.053,44.0,177.0,0.99691,3.18,0.67,9.4,5,7.03,0.6333327627632769,133.0,0
6.5,0.3,0.39,7.8,0.038,61.0,219.0,0.9959,3.19,0.5,9.4,5,7.1899999999999995,0.9217936900080897,158.0,0
6.6,0.36,0.52,10.1,0.05,29.0,140.0,0.99628,3.07,0.4,9.4,5,7.48,0.7405933261452218,111.0,0
6.15,0.21,0.37,3.2,0.021,20.0,80.0,0.99076,3.39,0.47,12.0,5,6.73,2.103118427754913,60.0,0
6.5,0.18,0.41,14.2,0.039,47.0,129.0,0.99678,3.28,0.72,10.3,7,7.09,0.49929542303139224,82.0,0
6.6,0.26,0.21,2.9,0.026,48.0,126.0,0.99089,3.22,0.38,11.3,7,7.069999999999999,2.4379226278530073,78.0,0
6.6,0.35,0.35,6.0,0.063,31.0,150.0,0.99537,3.1,0.47,9.4,6,7.299999999999999,1.2166646388922684,119.0,0
6.5,0.28,0.28,16.05,0.041,40.0,144.0,1.0002,3.14,0.38,8.7,5,7.0600000000000005,0.43987511534260726,104.0,0
4.5,0.19,0.21,0.95,0.033,78.5,159.0,0.99332,3.34,0.42,8.0,5,4.9,5.157840443784803,80.5,0
8.0,0.24,0.26,1.7,0.033,36.0,136.0,0.99316,3.44,0.51,10.4,7,8.5,4.999970588408304,100.0,0
7.8,0.17,0.23,1.7,0.029,39.0,128.0,0.99272,3.37,0.41,10.7,7,8.2,4.823501038229186,89.0,0
7.0,0.24,0.24,9.0,0.03,42.0,219.0,0.99636,3.47,0.46,10.2,6,7.48,0.8311101876553472,177.0,0
5.8,0.6,0.0,1.3,0.044,72.0,197.0,0.99202,3.56,0.43,10.9,5,6.3999999999999995,4.923039053545741,125.0,0
5.9,0.445,0.26,1.4,0.027,23.0,109.0,0.99148,3.3,0.36,10.5,6,6.605,4.717823444118257,86.0,0
6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,7,7.260000000000001,3.0249873958858506,64.0,0
6.8,0.44,0.2,16.0,0.065,61.0,186.0,0.99884,3.13,0.45,8.6,5,7.44,0.4649997093751817,125.0,0
7.2,0.24,0.27,11.4,0.034,40.0,174.0,0.99773,3.2,0.44,9.0,5,7.710000000000001,0.6763151962147402,134.0,0
8.7,0.31,0.6400000000000001,14.35,0.044,27.0,191.0,1.00013,2.96,0.855,8.7,5,9.65,0.6724733989732412,164.0,0
8.2,0.32,0.26,2.1,0.062,26.0,87.0,0.98974,3.1,0.47,12.8,6,8.78,4.1809324717501335,61.0,0
7.5,0.13,0.38,1.1,0.023,42.0,104.0,0.99112,3.28,0.53,11.8,6,8.01,7.281751984072871,62.0,0
9.2,0.14,0.37,1.1,0.034,36.0,84.0,0.99136,3.05,0.55,11.6,6,9.709999999999999,8.82719248006836,48.0,0
7.4,0.2,0.37,1.2,0.028,28.0,89.0,0.99132,3.14,0.61,11.8,6,7.970000000000001,6.641611319905667,61.0,0
6.1,0.15,0.35,15.8,0.042,55.0,158.0,0.99642,3.24,0.37,10.6,5,6.6,0.4177212546068009,103.0,0
7.6,0.23,0.4,5.2,0.066,14.0,91.0,0.99488,3.17,0.8,9.7,5,8.23,1.5826892640591077,77.0,0
8.1,0.33,0.22,5.2,0.047,24.0,151.0,0.99527,3.22,0.47,10.3,5,8.65,1.6634583395031934,127.0,0
7.15,0.17,0.24,9.6,0.10800000000000001,56.0,178.0,0.99578,3.15,0.44,10.2,6,7.5600000000000005,0.7874991796883546,122.0,0
6.7,0.12,0.3,5.2,0.048,38.0,113.0,0.99352,3.33,0.44,10.1,7,7.12,1.3692281360997383,75.0,0
5.7,0.18,0.36,1.2,0.046,9.0,71.0,0.99199,3.66,0.68,10.9,7,6.24,5.199956667027775,62.0,0
5.8,0.15,0.28,0.8,0.037,43.0,127.0,0.99198,3.24,0.51,9.3,5,6.23,7.7874026574667825,84.0,0
6.6,0.23,0.29,14.45,0.057,29.0,144.0,0.99756,3.33,0.54,10.2,6,7.12,0.492733223021991,115.0,0
7.0,0.34,0.39,6.9,0.066,43.0,162.0,0.99561,3.11,0.53,9.5,5,7.7299999999999995,1.1202882314663312,119.0,0
6.4,0.6799999999999999,0.26,3.4,0.069,25.0,146.0,0.99347,3.18,0.4,9.3,5,7.34,2.158817179949471,121.0,0
7.3,0.22,0.31,2.3,0.018,45.0,80.0,0.98936,3.06,0.34,12.9,7,7.829999999999999,3.404333024639023,35.0,0
6.4,0.28,0.27,11.0,0.042,45.0,148.0,0.99786,3.14,0.46,8.7,5,6.950000000000001,0.6318176074385388,103.0,0
6.9,0.4,0.22,5.95,0.081,76.0,272.125,0.99705,3.4,0.57,9.4,5,7.5200000000000005,1.2638634220782823,196.125,0
6.8,0.19,0.23,5.1,0.034,71.0,204.0,0.9942,3.23,0.69,10.1,5,7.220000000000001,1.4156834986598068,133.0,0
7.1,0.23,0.24,5.4,0.039,60.0,196.0,0.9948,3.19,0.78,10.0,4,7.57,1.4018492558347115,136.0,0
6.45,0.14,0.42,1.2,0.05,51.0,129.0,0.99116,3.27,0.69,11.1,7,7.01,5.841617986516779,78.0,0
6.5,0.15,0.44,12.6,0.052,65.0,158.0,0.99688,3.26,0.7,10.3,7,7.090000000000001,0.5626979661127254,93.0,0
7.1,0.15,0.34,1.0,0.033,27.0,73.0,0.98974,3.24,0.41,12.2,6,7.59,7.589924100758992,46.0,0
6.7,0.33,0.34,6.6,0.067,35.0,156.0,0.99542,3.11,0.48,9.3,6,7.37,1.1166649747500383,121.0,0
7.2,0.3,0.26,1.5,0.041,46.0,178.0,0.99154,3.19,0.56,11.3,6,7.76,5.173298844674369,132.0,0
7.0,0.23,0.33,1.0,0.043,46.0,110.0,0.99118,3.04,0.65,10.8,6,7.5600000000000005,7.5599244007559925,64.0,0
8.0,0.13,0.25,1.1,0.033,15.0,86.0,0.99044,2.98,0.39,11.2,8,8.38,7.618112562613066,71.0,0
6.2,0.21,0.34,6.6,0.03,36.0,91.0,0.9914,3.32,0.45,12.5,7,6.75,1.022725723142844,55.0,0
8.3,0.4,0.41,8.2,0.05,15.0,122.0,0.9979,3.39,0.49,9.3,5,9.110000000000001,1.1109742549094455,107.0,0
5.9,0.34,0.31,2.0,0.03,38.0,142.0,0.98892,3.4,0.41,12.9,7,6.55,3.2749836250818745,104.0,0
6.6,0.12,0.25,1.4,0.039,21.0,131.0,0.99114,3.2,0.45,11.2,7,6.97,4.978535867600946,110.0,0
9.6,0.655,0.21,2.0,0.039,21.0,120.0,0.99188,3.0,0.855,12.6,6,10.465,5.2324738376308115,99.0,0
6.8,0.26,0.4,7.5,0.046,45.0,179.0,0.99583,3.2,0.49,9.3,5,7.46,0.9946653404462128,134.0,0
5.9,0.3,0.3,2.0,0.03,38.0,142.0,0.98892,3.41,0.41,12.9,7,6.5,3.2499837500812494,104.0,0
7.0,0.15,0.3,13.3,0.049,46.0,120.0,0.99704,3.2,0.36,9.5,7,7.45,0.56014995477447,74.0,0
7.9,0.37,0.31,2.85,0.037,5.0,24.0,0.9911,3.19,0.36,11.9,6,8.58,3.0105157525763064,19.0,0
7.2,0.35,0.25,5.6,0.032,23.0,120.0,0.99334,2.93,0.66,10.3,7,7.8,1.3928546556166865,97.0,0
7.2,0.32,0.24,5.6,0.033,23.0,120.0,0.99334,2.92,0.66,10.3,7,7.760000000000001,1.3857118112289089,97.0,0
7.6,0.1,0.33,1.0,0.031,33.0,93.0,0.99094,3.06,0.68,11.2,6,8.03,8.02991970080299,60.0,0
6.2,0.25,0.31,3.2,0.03,32.0,150.0,0.99014,3.18,0.31,12.0,6,6.76,2.11249339845813,118.0,0
7.1,0.31,0.17,1.0,0.042,21.0,144.0,0.99304,3.13,0.4,9.6,5,7.579999999999999,7.579924200757991,123.0,0
7.6,0.18,0.28,7.1,0.041,29.0,110.0,0.99652,3.2,0.42,9.2,6,8.059999999999999,1.1352096687187765,81.0,0
8.0,0.17,0.29,2.4,0.029,52.0,119.0,0.98944,3.03,0.33,12.9,6,8.459999999999999,3.5249853125611974,67.0,0
7.2,0.19,0.27,11.2,0.061,46.0,149.0,0.99772,2.99,0.59,9.3,6,7.66,0.6839279607786065,103.0,0
7.6,0.32,0.25,9.5,0.03,15.0,136.0,0.99367,3.1,0.44,12.1,6,8.17,0.859999094737795,121.0,0
6.6,0.21,0.29,1.8,0.026,35.0,128.0,0.99183,3.37,0.48,11.2,6,7.1,3.9444225309859386,93.0,0
7.0,0.16,0.36,2.6,0.029,28.0,98.0,0.99126,3.11,0.37,11.2,7,7.5200000000000005,2.892296568090123,70.0,0
6.6,0.24,0.38,8.0,0.042,56.0,187.0,0.99577,3.21,0.46,9.2,5,7.22,0.9024988718764102,131.0,0
6.9,0.3,0.25,3.3,0.041,26.0,124.0,0.99428,3.18,0.5,9.3,6,7.45,2.257568916457829,98.0,0
6.2,0.28,0.27,10.3,0.03,26.0,108.0,0.99388,3.2,0.36,10.7,6,6.75,0.6553391695736217,82.0,0
6.9,0.31,0.32,1.2,0.024,20.0,166.0,0.99208,3.05,0.54,9.8,6,7.53,6.274947708769093,146.0,0
